measure,location,sex,age,cause,metric,year,val,upper,lower
Incidence,Cook Islands,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,4604.339914,5076.849997,4159.603025
Incidence,Cook Islands,Female,Age-standardized,Musculoskeletal disorders,Rate,1990,5600.718415,6172.204949,5072.865739
Incidence,Cook Islands,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,5077.763318,5595.235186,4592.273629
Incidence,Denmark,Male,Age-standardized,Headache disorders,Rate,1990,11269.44857,12660.23721,9922.624552
Incidence,Denmark,Female,Age-standardized,Headache disorders,Rate,1990,12628.12521,14221.57527,11152.03547
Incidence,Denmark,Both,Age-standardized,Headache disorders,Rate,1990,11945.40941,13346.75708,10528.62055
Incidence,Jordan,Male,Age-standardized,Headache disorders,Rate,1990,9405.054718,10515.98487,8349.157004
Incidence,Jordan,Female,Age-standardized,Headache disorders,Rate,1990,10079.20427,11213.05384,8961.710227
Incidence,Jordan,Both,Age-standardized,Headache disorders,Rate,1990,9721.44095,10806.98678,8640.147558
Incidence,Bosnia and Herzegovina,Male,Age-standardized,Headache disorders,Rate,1990,10900.01668,12138.36406,9648.067339
Incidence,Bosnia and Herzegovina,Female,Age-standardized,Headache disorders,Rate,1990,12387.25007,13815.9647,11014.89473
Incidence,Bosnia and Herzegovina,Both,Age-standardized,Headache disorders,Rate,1990,11641.72594,12957.03357,10359.57495
Incidence,Dominican Republic,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,3141.658593,3457.142861,2850.167826
Incidence,Dominican Republic,Female,Age-standardized,Musculoskeletal disorders,Rate,1990,3676.485042,4063.510747,3331.268634
Incidence,Dominican Republic,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,3414.562572,3763.330803,3102.18917
Incidence,Madagascar,Male,Age-standardized,Headache disorders,Rate,1990,8090.25633,9157.571078,7144.715104
Incidence,Madagascar,Female,Age-standardized,Headache disorders,Rate,1990,8332.656538,9351.947358,7392.398801
Incidence,Madagascar,Both,Age-standardized,Headache disorders,Rate,1990,8212.077079,9220.725545,7264.250083
Incidence,Nepal,Male,Age-standardized,Headache disorders,Rate,1990,10459.02423,11639.34617,9324.405581
Incidence,Nepal,Female,Age-standardized,Headache disorders,Rate,1990,10616.62649,11791.93852,9409.212742
Incidence,Nepal,Both,Age-standardized,Headache disorders,Rate,1990,10538.13848,11663.09917,9402.441667
Incidence,Kazakhstan,Male,Age-standardized,Headache disorders,Rate,1990,11400.83366,12730.37618,10075.77144
Incidence,Kazakhstan,Female,Age-standardized,Headache disorders,Rate,1990,12321.43983,13703.51257,10959.93604
Incidence,Kazakhstan,Both,Age-standardized,Headache disorders,Rate,1990,11874.05064,13203.34617,10511.93466
Incidence,Uzbekistan,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,3692.249135,4101.689501,3326.723823
Incidence,Uzbekistan,Female,Age-standardized,Musculoskeletal disorders,Rate,1990,4131.62588,4579.88526,3723.117675
Incidence,Uzbekistan,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,3920.409251,4345.70556,3546.660331
Incidence,Vanuatu,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,4784.175955,5284.683453,4326.99052
Incidence,Vanuatu,Female,Age-standardized,Musculoskeletal disorders,Rate,1990,5822.556738,6431.884136,5258.564957
Incidence,Vanuatu,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,5269.671586,5811.016416,4760.780336
Incidence,Seychelles,Male,Age-standardized,Headache disorders,Rate,1990,9472.909473,10573.96956,8388.99501
Incidence,Seychelles,Female,Age-standardized,Headache disorders,Rate,1990,10682.94058,11885.63478,9514.289997
Incidence,Seychelles,Both,Age-standardized,Headache disorders,Rate,1990,10076.6893,11197.49285,8959.993644
Incidence,Kuwait,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,4057.884832,4496.943324,3658.341341
Incidence,Kuwait,Female,Age-standardized,Musculoskeletal disorders,Rate,1990,4267.006558,4712.482487,3864.591295
Incidence,Kuwait,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,4145.644191,4578.142996,3745.284876
Incidence,United Kingdom,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,4322.841078,4784.704869,3904.972167
Incidence,United Kingdom,Female,Age-standardized,Musculoskeletal disorders,Rate,1990,5167.636619,5699.950674,4699.050872
Incidence,United Kingdom,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,4762.653356,5253.290715,4323.162214
Incidence,Belgium,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,3620.07246,4000.634005,3261.573816
Incidence,Belgium,Female,Age-standardized,Musculoskeletal disorders,Rate,1990,4368.678413,4827.410601,3954.45066
Incidence,Belgium,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,4009.035511,4415.167091,3628.637183
Incidence,Japan,Male,Age-standardized,Headache disorders,Rate,1990,10389.81855,11666.35195,9230.446472
Incidence,Japan,Female,Age-standardized,Headache disorders,Rate,1990,12766.11935,14231.71333,11387.25531
Incidence,Japan,Both,Age-standardized,Headache disorders,Rate,1990,11585.21586,12904.8303,10369.77017
Incidence,New Zealand,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,3847.652341,4269.701854,3458.779767
Incidence,New Zealand,Female,Age-standardized,Musculoskeletal disorders,Rate,1990,4539.16184,5032.149477,4101.552581
Incidence,New Zealand,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,4200.155122,4632.131121,3792.256549
Incidence,Eritrea,Male,Age-standardized,Headache disorders,Rate,1990,8090.25633,9157.571078,7144.715104
Incidence,Eritrea,Female,Age-standardized,Headache disorders,Rate,1990,8332.656538,9351.947358,7392.398801
Incidence,Eritrea,Both,Age-standardized,Headache disorders,Rate,1990,8211.076704,9214.08776,7262.653286
Incidence,Saint Kitts and Nevis,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,3117.827155,3445.861833,2819.998376
Incidence,Saint Kitts and Nevis,Female,Age-standardized,Musculoskeletal disorders,Rate,1990,4047.553443,4490.110732,3653.71114
Incidence,Saint Kitts and Nevis,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,3607.121882,3986.048234,3267.465614
Incidence,Malaysia,Male,Age-standardized,Musculoskeletal disorders,Rate,2000,4086.205638,4452.657174,3748.040802
Incidence,Malaysia,Female,Age-standardized,Musculoskeletal disorders,Rate,2000,4998.406989,5453.679977,4579.560392
Incidence,Malaysia,Both,Age-standardized,Musculoskeletal disorders,Rate,2000,4537.794064,4928.975877,4170.23582
Incidence,Sao Tome and Principe,Male,Age-standardized,Headache disorders,Rate,1990,9717.534217,10855.6528,8644.006225
Incidence,Sao Tome and Principe,Female,Age-standardized,Headache disorders,Rate,1990,10325.73191,11498.65455,9195.322781
Incidence,Sao Tome and Principe,Both,Age-standardized,Headache disorders,Rate,1990,10026.35959,11192.32347,8932.118037
Incidence,Turkmenistan,Male,Age-standardized,Headache disorders,Rate,1990,11400.83366,12730.37618,10075.77144
Incidence,Turkmenistan,Female,Age-standardized,Headache disorders,Rate,1990,12321.43983,13703.51257,10959.93604
Incidence,Turkmenistan,Both,Age-standardized,Headache disorders,Rate,1990,11870.85788,13199.25043,10509.79642
Incidence,Palestine,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,4223.69303,4698.019655,3807.642873
Incidence,Palestine,Female,Age-standardized,Musculoskeletal disorders,Rate,1990,4217.58537,4671.959937,3818.561134
Incidence,Palestine,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,4222.451502,4671.237316,3817.47868
Incidence,Angola,Male,Age-standardized,Headache disorders,Rate,1990,9232.478274,10359.1894,8141.48662
Incidence,Angola,Female,Age-standardized,Headache disorders,Rate,1990,9725.608651,10867.59516,8656.040457
Incidence,Angola,Both,Age-standardized,Headache disorders,Rate,1990,9477.420975,10611.96071,8394.936461
Incidence,Italy,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,3974.615159,4386.171765,3588.922288
Incidence,Italy,Female,Age-standardized,Musculoskeletal disorders,Rate,1990,5095.338503,5604.77991,4639.395597
Incidence,Italy,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,4558.379154,5009.585886,4138.167787
Incidence,Lesotho,Male,Age-standardized,Headache disorders,Rate,1990,9232.478274,10359.1894,8141.48662
Incidence,Lesotho,Female,Age-standardized,Headache disorders,Rate,1990,9725.608651,10867.59516,8656.040457
Incidence,Lesotho,Both,Age-standardized,Headache disorders,Rate,1990,9483.94158,10618.04585,8398.258982
Incidence,Zambia,Male,Age-standardized,Headache disorders,Rate,1990,8437.974234,9530.311134,7440.731796
Incidence,Zambia,Female,Age-standardized,Headache disorders,Rate,1990,8650.708517,9716.246012,7704.795873
Incidence,Zambia,Both,Age-standardized,Headache disorders,Rate,1990,8546.750209,9621.411856,7581.567523
Incidence,Uzbekistan,Male,Age-standardized,Headache disorders,Rate,1990,11400.83366,12730.37618,10075.77144
Incidence,Uzbekistan,Female,Age-standardized,Headache disorders,Rate,1990,12321.43983,13703.51257,10959.93604
Incidence,Uzbekistan,Both,Age-standardized,Headache disorders,Rate,1990,11869.23771,13196.76331,10510.44702
Incidence,Chile,Male,Age-standardized,Headache disorders,Rate,1990,9147.658728,10295.74448,8018.856826
Incidence,Chile,Female,Age-standardized,Headache disorders,Rate,1990,10965.08462,12265.92916,9788.489209
Incidence,Chile,Both,Age-standardized,Headache disorders,Rate,1990,10073.70756,11266.42566,8967.54184
Incidence,Tonga,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,4666.188576,5152.697167,4202.972687
Incidence,Tonga,Female,Age-standardized,Musculoskeletal disorders,Rate,1990,5675.915172,6230.750988,5148.096231
Incidence,Tonga,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,5186.961788,5707.759479,4690.83816
Incidence,Belize,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,3139.785569,3483.579371,2830.219798
Incidence,Belize,Female,Age-standardized,Musculoskeletal disorders,Rate,1990,4078.1668,4518.04007,3670.943028
Incidence,Belize,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,3599.91403,3992.313405,3244.35415
Incidence,Netherlands,Male,Age-standardized,Headache disorders,Rate,1990,11355.32416,12775.72413,9953.869224
Incidence,Netherlands,Female,Age-standardized,Headache disorders,Rate,1990,12793.50472,14277.09977,11360.68569
Incidence,Netherlands,Both,Age-standardized,Headache disorders,Rate,1990,12070.36722,13541.19478,10650.80073
Incidence,Mongolia,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,3806.004393,4216.765311,3434.415205
Incidence,Mongolia,Female,Age-standardized,Musculoskeletal disorders,Rate,1990,4247.006629,4734.222821,3830.193752
Incidence,Mongolia,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,4030.822618,4466.055076,3637.625615
Incidence,Gabon,Male,Age-standardized,Headache disorders,Rate,1990,9232.478274,10359.1894,8141.48662
Incidence,Gabon,Female,Age-standardized,Headache disorders,Rate,1990,9725.608651,10867.59516,8656.040457
Incidence,Gabon,Both,Age-standardized,Headache disorders,Rate,1990,9478.731114,10613.1846,8392.009742
Incidence,Marshall Islands,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,4505.632721,4966.174558,4075.596113
Incidence,Marshall Islands,Female,Age-standardized,Musculoskeletal disorders,Rate,1990,5517.364569,6116.997932,4991.890632
Incidence,Marshall Islands,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,5001.422538,5516.00463,4532.705857
Incidence,Republic of Moldova,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,4201.950775,4664.186523,3784.535566
Incidence,Republic of Moldova,Female,Age-standardized,Musculoskeletal disorders,Rate,1990,4794.970481,5337.263561,4323.593444
Incidence,Republic of Moldova,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,4519.75306,5018.920972,4084.941046
Incidence,Iran (Islamic Republic of),Male,Age-standardized,Musculoskeletal disorders,Rate,1990,5255.320492,5817.502833,4748.453371
Incidence,Iran (Islamic Republic of),Female,Age-standardized,Musculoskeletal disorders,Rate,1990,5236.832202,5799.113049,4737.840717
Incidence,Iran (Islamic Republic of),Both,Age-standardized,Musculoskeletal disorders,Rate,1990,5248.814133,5797.789945,4752.264531
Incidence,Romania,Male,Age-standardized,Headache disorders,Rate,1990,10900.01668,12138.36406,9648.067339
Incidence,Romania,Female,Age-standardized,Headache disorders,Rate,1990,12387.25007,13815.9647,11014.89473
Incidence,Romania,Both,Age-standardized,Headache disorders,Rate,1990,11647.30696,12962.08784,10360.99938
Incidence,Tuvalu,Male,Age-standardized,Headache disorders,Rate,1990,8741.858086,9761.027103,7698.45328
Incidence,Tuvalu,Female,Age-standardized,Headache disorders,Rate,1990,9869.453437,10964.0946,8775.422712
Incidence,Tuvalu,Both,Age-standardized,Headache disorders,Rate,1990,9342.390048,10393.81611,8297.010695
Incidence,Congo,Male,Age-standardized,Headache disorders,Rate,1990,9232.478274,10359.1894,8141.48662
Incidence,Congo,Female,Age-standardized,Headache disorders,Rate,1990,9725.608651,10867.59516,8656.040457
Incidence,Congo,Both,Age-standardized,Headache disorders,Rate,1990,9484.137529,10622.28697,8399.221297
Incidence,Serbia,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,4853.718465,5409.225263,4362.301926
Incidence,Serbia,Female,Age-standardized,Musculoskeletal disorders,Rate,1990,4916.878462,5470.784626,4412.734701
Incidence,Serbia,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,4878.708655,5422.137743,4385.297716
Incidence,Philippines,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,5065.341452,5586.845675,4576.995452
Incidence,Philippines,Female,Age-standardized,Musculoskeletal disorders,Rate,1990,6063.641985,6696.024714,5489.124252
Incidence,Philippines,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,5569.69399,6153.833307,5035.472058
Incidence,Brazil,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,3968.609359,4405.954312,3579.636401
Incidence,Brazil,Female,Age-standardized,Musculoskeletal disorders,Rate,1990,4485.636205,4970.272169,4045.201205
Incidence,Brazil,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,4234.24138,4695.212211,3816.549202
Incidence,Bolivia (Plurinational State of),Male,Age-standardized,Musculoskeletal disorders,Rate,1990,3209.704547,3563.592779,2881.642381
Incidence,Bolivia (Plurinational State of),Female,Age-standardized,Musculoskeletal disorders,Rate,1990,3819.449836,4222.6758,3454.212718
Incidence,Bolivia (Plurinational State of),Both,Age-standardized,Musculoskeletal disorders,Rate,1990,3526.513266,3905.76556,3180.599276
Incidence,Slovakia,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,5066.086407,5630.275935,4555.50912
Incidence,Slovakia,Female,Age-standardized,Musculoskeletal disorders,Rate,1990,4801.241263,5369.519557,4326.224948
Incidence,Slovakia,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,4916.884268,5477.253661,4429.919445
Incidence,Albania,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,4895.645272,5451.924295,4400.909124
Incidence,Albania,Female,Age-standardized,Musculoskeletal disorders,Rate,1990,4963.112228,5532.546452,4444.514415
Incidence,Albania,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,4923.842714,5484.504839,4427.429417
Incidence,Saint Vincent and the Grenadines,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,3075.815495,3407.180652,2781.360236
Incidence,Saint Vincent and the Grenadines,Female,Age-standardized,Musculoskeletal disorders,Rate,1990,4001.215184,4425.70286,3615.388816
Incidence,Saint Vincent and the Grenadines,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,3556.357778,3936.047231,3218.828122
Incidence,Kenya,Male,Age-standardized,Headache disorders,Rate,1990,8517.485897,9465.194524,7583.841335
Incidence,Kenya,Female,Age-standardized,Headache disorders,Rate,1990,8709.44646,9692.68183,7832.130561
Incidence,Kenya,Both,Age-standardized,Headache disorders,Rate,1990,8614.050462,9558.531529,7716.703025
Incidence,Kyrgyzstan,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,3761.530318,4166.814223,3402.900809
Incidence,Kyrgyzstan,Female,Age-standardized,Musculoskeletal disorders,Rate,1990,4200.246423,4664.186688,3783.815752
Incidence,Kyrgyzstan,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,3992.421265,4420.198832,3607.934209
Incidence,Micronesia (Federated States of),Male,Age-standardized,Musculoskeletal disorders,Rate,1990,4552.957615,5026.089591,4110.119161
Incidence,Micronesia (Federated States of),Female,Age-standardized,Musculoskeletal disorders,Rate,1990,5550.577649,6134.127852,5025.218186
Incidence,Micronesia (Federated States of),Both,Age-standardized,Musculoskeletal disorders,Rate,1990,5043.736439,5562.609165,4570.075636
Incidence,Grenada,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,3108.580888,3454.860371,2807.758275
Incidence,Grenada,Female,Age-standardized,Musculoskeletal disorders,Rate,1990,4035.790161,4466.936842,3641.215393
Incidence,Grenada,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,3599.557504,3983.987295,3257.15013
Incidence,Myanmar,Male,Age-standardized,Headache disorders,Rate,1990,9472.909473,10573.96956,8388.99501
Incidence,Myanmar,Female,Age-standardized,Headache disorders,Rate,1990,10682.94058,11885.63478,9514.289997
Incidence,Myanmar,Both,Age-standardized,Headache disorders,Rate,1990,10088.58931,11207.14319,8971.320685
Incidence,Iraq,Male,Age-standardized,Headache disorders,Rate,1990,9405.054718,10515.98487,8349.157004
Incidence,Iraq,Female,Age-standardized,Headache disorders,Rate,1990,10079.20427,11213.05384,8961.710227
Incidence,Iraq,Both,Age-standardized,Headache disorders,Rate,1990,9739.596442,10824.36065,8657.397213
Incidence,Jordan,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,4220.78857,4698.593551,3801.984102
Incidence,Jordan,Female,Age-standardized,Musculoskeletal disorders,Rate,1990,4214.941283,4653.201197,3806.026236
Incidence,Jordan,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,4219.926295,4674.406173,3814.319954
Incidence,Andorra,Male,Age-standardized,Headache disorders,Rate,1990,11310.26646,12679.81725,10057.80334
Incidence,Andorra,Female,Age-standardized,Headache disorders,Rate,1990,12761.67107,14181.5093,11440.68745
Incidence,Andorra,Both,Age-standardized,Headache disorders,Rate,1990,11992.78269,13337.20508,10735.941
Incidence,Pakistan,Male,Age-standardized,Headache disorders,Rate,1990,11065.10006,12241.25717,9929.762074
Incidence,Pakistan,Female,Age-standardized,Headache disorders,Rate,1990,11021.62471,12202.14294,9913.066465
Incidence,Pakistan,Both,Age-standardized,Headache disorders,Rate,1990,11047.09804,12200.36125,9935.881415
Incidence,Eswatini,Male,Age-standardized,Headache disorders,Rate,1990,9232.478274,10359.1894,8141.48662
Incidence,Eswatini,Female,Age-standardized,Headache disorders,Rate,1990,9725.608651,10867.59516,8656.040457
Incidence,Eswatini,Both,Age-standardized,Headache disorders,Rate,1990,9494.906271,10630.86521,8410.086913
Incidence,Greenland,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,3881.606541,4278.177204,3500.633639
Incidence,Greenland,Female,Age-standardized,Musculoskeletal disorders,Rate,1990,4571.636679,5047.205568,4138.247977
Incidence,Greenland,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,4198.692159,4630.184409,3793.788066
Incidence,Ireland,Male,Age-standardized,Headache disorders,Rate,1990,11310.26646,12679.81725,10057.80334
Incidence,Ireland,Female,Age-standardized,Headache disorders,Rate,1990,12761.67107,14181.5093,11440.68745
Incidence,Ireland,Both,Age-standardized,Headache disorders,Rate,1990,12033.21287,13381.5118,10765.50595
Incidence,Luxembourg,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,3532.911023,3904.663903,3185.968801
Incidence,Luxembourg,Female,Age-standardized,Musculoskeletal disorders,Rate,1990,4600.220903,5056.488492,4177.499436
Incidence,Luxembourg,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,4084.863981,4500.770088,3701.635114
Incidence,Namibia,Male,Age-standardized,Headache disorders,Rate,1990,9232.478274,10359.1894,8141.48662
Incidence,Namibia,Female,Age-standardized,Headache disorders,Rate,1990,9725.608651,10867.59516,8656.040457
Incidence,Namibia,Both,Age-standardized,Headache disorders,Rate,1990,9484.263738,10620.19577,8399.606271
Incidence,Poland,Male,Age-standardized,Headache disorders,Rate,1990,11537.44647,12805.9926,10326.34557
Incidence,Poland,Female,Age-standardized,Headache disorders,Rate,1990,13159.48346,14551.8858,11796.92576
Incidence,Poland,Both,Age-standardized,Headache disorders,Rate,1990,12359.25485,13675.74696,11079.8689
Incidence,Austria,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,3583.803152,3934.844257,3260.270342
Incidence,Austria,Female,Age-standardized,Musculoskeletal disorders,Rate,1990,4253.259296,4665.548964,3855.14249
Incidence,Austria,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,3942.249139,4327.002273,3589.022368
Incidence,Bulgaria,Male,Age-standardized,Headache disorders,Rate,1990,10900.01668,12138.36406,9648.067339
Incidence,Bulgaria,Female,Age-standardized,Headache disorders,Rate,1990,12387.25007,13815.9647,11014.89473
Incidence,Bulgaria,Both,Age-standardized,Headache disorders,Rate,1990,11644.88135,12959.36943,10358.25984
Incidence,Papua New Guinea,Male,Age-standardized,Headache disorders,Rate,1990,8741.858086,9761.027103,7698.45328
Incidence,Papua New Guinea,Female,Age-standardized,Headache disorders,Rate,1990,9869.453437,10964.0946,8775.422712
Incidence,Papua New Guinea,Both,Age-standardized,Headache disorders,Rate,1990,9284.568051,10329.49382,8241.930552
Incidence,Australia,Male,Age-standardized,Headache disorders,Rate,1990,9651.065639,10814.11465,8481.160726
Incidence,Australia,Female,Age-standardized,Headache disorders,Rate,1990,11366.92273,12712.05878,10129.06836
Incidence,Australia,Both,Age-standardized,Headache disorders,Rate,1990,10507.8033,11711.51677,9344.478358
Incidence,Ethiopia,Male,Age-standardized,Headache disorders,Rate,1990,7592.12098,8590.55582,6692.483096
Incidence,Ethiopia,Female,Age-standardized,Headache disorders,Rate,1990,7722.380539,8678.106353,6843.336341
Incidence,Ethiopia,Both,Age-standardized,Headache disorders,Rate,1990,7655.113875,8618.425254,6764.822756
Incidence,Ethiopia,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,3640.944038,4025.546236,3297.138534
Incidence,Ethiopia,Female,Age-standardized,Musculoskeletal disorders,Rate,1990,3528.53386,3903.40686,3202.905299
Incidence,Ethiopia,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,3583.16798,3951.547087,3248.996892
Incidence,Egypt,Male,Age-standardized,Headache disorders,Rate,1990,9645.592731,10793.35023,8553.920339
Incidence,Egypt,Female,Age-standardized,Headache disorders,Rate,1990,10356.56854,11455.30116,9248.880187
Incidence,Egypt,Both,Age-standardized,Headache disorders,Rate,1990,9992.688835,11101.63543,8924.956037
Incidence,Tunisia,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,4151.521634,4587.320629,3760.2743
Incidence,Tunisia,Female,Age-standardized,Musculoskeletal disorders,Rate,1990,4033.542815,4447.505258,3662.075574
Incidence,Tunisia,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,4094.536664,4503.634313,3720.37737
Incidence,Indonesia,Male,Age-standardized,Headache disorders,Rate,1990,10081.83966,11241.98784,9065.274839
Incidence,Indonesia,Female,Age-standardized,Headache disorders,Rate,1990,11376.26788,12601.38838,10195.97052
Incidence,Indonesia,Both,Age-standardized,Headache disorders,Rate,1990,10736.10249,11866.85783,9676.711132
Incidence,Ghana,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,3353.986083,3691.6764,3043.474034
Incidence,Ghana,Female,Age-standardized,Musculoskeletal disorders,Rate,1990,3237.506629,3574.776532,2944.289047
Incidence,Ghana,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,3292.000819,3618.61281,2999.033055
Incidence,South Africa,Male,Age-standardized,Headache disorders,Rate,1990,9749.768721,10883.56831,8688.769893
Incidence,South Africa,Female,Age-standardized,Headache disorders,Rate,1990,10287.50577,11396.68015,9242.076925
Incidence,South Africa,Both,Age-standardized,Headache disorders,Rate,1990,10025.64509,11122.67404,9008.528547
Incidence,Panama,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,2875.204547,3186.737648,2600.944169
Incidence,Panama,Female,Age-standardized,Musculoskeletal disorders,Rate,1990,4412.291755,4908.814096,3974.365107
Incidence,Panama,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,3634.940641,4032.133783,3290.230822
Incidence,Central African Republic,Male,Age-standardized,Headache disorders,Rate,1990,9232.478274,10359.1894,8141.48662
Incidence,Central African Republic,Female,Age-standardized,Headache disorders,Rate,1990,9725.608651,10867.59516,8656.040457
Incidence,Central African Republic,Both,Age-standardized,Headache disorders,Rate,1990,9483.9173,10620.86743,8399.123576
Incidence,Malaysia,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,4005.564968,4369.257369,3667.81946
Incidence,Malaysia,Female,Age-standardized,Musculoskeletal disorders,Rate,1990,4937.42996,5367.23955,4521.255239
Incidence,Malaysia,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,4471.467822,4855.251285,4105.983632
Incidence,Zimbabwe,Male,Age-standardized,Headache disorders,Rate,1990,9232.478274,10359.1894,8141.48662
Incidence,Zimbabwe,Female,Age-standardized,Headache disorders,Rate,1990,9725.608651,10867.59516,8656.040457
Incidence,Zimbabwe,Both,Age-standardized,Headache disorders,Rate,1990,9486.876029,10620.91151,8403.66539
Incidence,Thailand,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,4025.148138,4450.217683,3635.03268
Incidence,Thailand,Female,Age-standardized,Musculoskeletal disorders,Rate,1990,4516.487377,4999.058844,4066.597204
Incidence,Thailand,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,4278.788166,4731.991404,3860.636798
Incidence,Mozambique,Male,Age-standardized,Headache disorders,Rate,1990,8090.25633,9157.571078,7144.715104
Incidence,Mozambique,Female,Age-standardized,Headache disorders,Rate,1990,8332.656538,9351.947358,7392.398801
Incidence,Mozambique,Both,Age-standardized,Headache disorders,Rate,1990,8216.936012,9217.362033,7268.080663
Incidence,Uganda,Male,Age-standardized,Headache disorders,Rate,1990,8090.25633,9157.571078,7144.715104
Incidence,Uganda,Female,Age-standardized,Headache disorders,Rate,1990,8332.656538,9351.947358,7392.398801
Incidence,Uganda,Both,Age-standardized,Headache disorders,Rate,1990,8213.758179,9220.071746,7265.104599
Incidence,Cambodia,Male,Age-standardized,Headache disorders,Rate,1990,9472.909473,10573.96956,8388.99501
Incidence,Cambodia,Female,Age-standardized,Headache disorders,Rate,1990,10682.94058,11885.63478,9514.289997
Incidence,Cambodia,Both,Age-standardized,Headache disorders,Rate,1990,10128.02061,11245.57663,9004.573797
Incidence,Honduras,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,2942.289559,3259.578658,2650.568406
Incidence,Honduras,Female,Age-standardized,Musculoskeletal disorders,Rate,1990,4505.932966,5032.383504,4049.58057
Incidence,Honduras,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,3740.939049,4159.632908,3380.558291
Incidence,Gambia,Male,Age-standardized,Headache disorders,Rate,1990,9717.534217,10855.6528,8644.006225
Incidence,Gambia,Female,Age-standardized,Headache disorders,Rate,1990,10325.73191,11498.65455,9195.322781
Incidence,Gambia,Both,Age-standardized,Headache disorders,Rate,1990,10022.67843,11187.31429,8926.518196
Incidence,Turkey,Male,Age-standardized,Musculoskeletal disorders,Rate,1990,5160.657713,5719.563609,4663.054521
Incidence,Turkey,Female,Age-standardized,Musculoskeletal disorders,Rate,1990,4626.203607,5116.574002,4167.741876
Incidence,Turkey,Both,Age-standardized,Musculoskeletal disorders,Rate,1990,4895.07594,5399.79448,4438.153617
Incidence,Brunei Darussalam,Male,Age-standardized,Headache disorders,Rate,1990,10190.1237,11432.70814,9031.425304
